place,hot,rain,snow,date
Кеджистан,0,0,0,2217-01-25
Фалькония,0,1,0,2217-01-26
Анор Лондо,0,0,0,2217-01-26
Врата Балдура,0,0,0,2217-01-26
Нокрон,0,0,0,2217-01-26
Кеджистан,0,0,1,2217-01-26
Фалькония,0,0,0,2217-01-27
Анор Лондо,0,1,0,2217-01-27
Врата Балдура,0,0,0,2217-01-27
Нокрон,0,1,0,2217-01-27
Кеджистан,1,0,0,2217-01-27
Фалькония,0,0,1,2217-01-28
Анор Лондо,0,0,0,2217-01-28
Врата Балдура,0,1,0,2217-01-28
Нокрон,0,0,0,2217-01-28
Кеджистан,0,0,0,2217-01-28
Фалькония,0,1,0,2217-01-29
Анор Лондо,0,0,0,2217-01-29
Врата Балдура,0,1,0,2217-01-29
Нокрон,0,0,0,2217-01-29
Кеджистан,0,0,0,2217-01-29
Фалькония,1,0,0,2217-01-30
Анор Лондо,0,0,1,2217-01-30
Врата Балдура,0,1,0,2217-01-30
Нокрон,0,0,0,2217-01-30
Кеджистан,1,0,0,2217-01-30
Фалькония,1,0,0,2217-01-31
Анор Лондо,1,0,0,2217-01-31
Врата Балдура,0,0,0,2217-01-31
Нокрон,0,0,1,2217-01-31
Кеджистан,0,0,0,2217-01-31
Фалькония,0,0,0,2217-02-01
Анор Лондо,0,1,0,2217-02-01
Врата Балдура,0,0,0,2217-02-01
Нокрон,0,1,0,2217-02-01
Кеджистан,0,0,1,2217-02-01
Фалькония,1,0,0,2217-02-02
Анор Лондо,0,0,0,2217-02-02
Врата Балдура,0,0,0,2217-02-02
Нокрон,0,0,0,2217-02-02
Кеджистан,0,0,0,2217-02-02
Фалькония,0,0,0,2217-02-03
Анор Лондо,0,0,0,2217-02-03
Врата Балдура,0,0,0,2217-02-03
Нокрон,0,0,1,2217-02-03
Кеджистан,0,1,0,2217-02-03
Фалькония,0,1,0,2217-02-04
Анор Лондо,1,0,0,2217-02-04
Врата Балдура,0,0,1,2217-02-04
Нокрон,0,0,0,2217-02-04
Кеджистан,0,0,0,2217-02-04
Фалькония,0,1,0,2217-02-05
Анор Лондо,0,0,1,2217-02-05
Врата Балдура,0,0,0,2217-02-05
Нокрон,0,0,0,2217-02-05
Кеджистан,0,0,0,2217-02-05
Фалькония,0,1,0,2217-02-06
Анор Лондо,0,0,0,2217-02-06
Врата Балдура,0,1,0,2217-02-06
Нокрон,1,0,0,2217-02-06
Кеджистан,0,0,0,2217-02-06
Фалькония,1,0,0,2217-02-07
Анор Лондо,0,0,0,2217-02-07
Врата Балдура,0,1,0,2217-02-07
Нокрон,0,0,0,2217-02-07
Кеджистан,0,0,1,2217-02-07
Фалькония,0,0,1,2217-02-08
Анор Лондо,0,0,0,2217-02-08
Врата Балдура,0,0,0,2217-02-08
Нокрон,0,0,0,2217-02-08
Кеджистан,0,0,1,2217-02-08
Фалькония,0,0,0,2217-02-09
Анор Лондо,0,0,0,2217-02-09
Врата Балдура,0,1,0,2217-02-09
Нокрон,0,0,0,2217-02-09
Кеджистан,0,0,1,2217-02-09
Фалькония,1,0,0,2217-02-10
Анор Лондо,0,0,0,2217-02-10
Врата Балдура,0,0,0,2217-02-10
Нокрон,0,0,0,2217-02-10
Кеджистан,0,0,0,2217-02-10
Фалькония,0,0,0,2217-02-11
Анор Лондо,0,0,1,2217-02-11
Врата Балдура,1,0,0,2217-02-11
Нокрон,0,0,0,2217-02-11
Кеджистан,1,0,0,2217-02-11
Фалькония,1,0,0,2217-02-12
Анор Лондо,0,0,0,2217-02-12
Врата Балдура,1,0,0,2217-02-12
Нокрон,0,0,0,2217-02-12
Кеджистан,0,0,0,2217-02-12
Фалькония,0,0,0,2217-02-13
Анор Лондо,1,0,0,2217-02-13
Врата Балдура,0,0,1,2217-02-13
Нокрон,0,0,0,2217-02-13
Кеджистан,0,0,0,2217-02-13
Фалькония,0,0,0,2217-02-14
Анор Лондо,0,0,1,2217-02-14
Врата Балдура,0,1,0,2217-02-14
Нокрон,0,0,0,2217-02-14
Кеджистан,0,0,0,2217-02-14
Фалькония,0,0,1,2217-02-15
Анор Лондо,0,0,0,2217-02-15
Врата Балдура,0,0,0,2217-02-15
Нокрон,0,0,0,2217-02-15
Кеджистан,0,0,0,2217-02-15
Фалькония,0,0,0,2217-02-16
Анор Лондо,0,0,0,2217-02-16
Врата Балдура,0,0,0,2217-02-16
Нокрон,0,0,0,2217-02-16
Кеджистан,0,1,0,2217-02-16
Фалькония,0,1,0,2217-02-17
Анор Лондо,0,0,0,2217-02-17
Врата Балдура,0,1,0,2217-02-17
Нокрон,0,0,0,2217-02-17
Кеджистан,1,0,0,2217-02-17
Фалькония,0,0,0,2217-02-18
Анор Лондо,0,0,0,2217-02-18
Врата Балдура,0,1,0,2217-02-18
Нокрон,0,0,0,2217-02-18
Кеджистан,0,1,0,2217-02-18
Фалькония,0,0,1,2217-02-19
Анор Лондо,0,1,0,2217-02-19
Врата Балдура,0,1,0,2217-02-19
Нокрон,1,0,0,2217-02-19
Кеджистан,0,0,0,2217-02-19
Фалькония,0,1,0,2217-02-20
Анор Лондо,0,0,0,2217-02-20
Врата Балдура,0,1,0,2217-02-20
Нокрон,0,0,0,2217-02-20
Кеджистан,0,0,0,2217-02-20
Фалькония,0,0,1,2217-02-21
Анор Лондо,1,0,0,2217-02-21
Врата Балдура,0,0,0,2217-02-21
Нокрон,0,0,0,2217-02-21
Кеджистан,0,0,0,2217-02-21
Фалькония,0,0,1,2217-02-22
Анор Лондо,0,1,0,2217-02-22
Врата Балдура,0,0,0,2217-02-22
Нокрон,0,0,1,2217-02-22
Кеджистан,1,0,0,2217-02-22
Фалькония,0,0,1,2217-02-23
Анор Лондо,0,1,0,2217-02-23
Врата Балдура,0,0,0,2217-02-23
Нокрон,0,0,0,2217-02-23
Кеджистан,1,0,0,2217-02-23
Фалькония,1,0,0,2217-02-24
Анор Лондо,0,0,0,2217-02-24
Врата Балдура,1,0,0,2217-02-24
Нокрон,0,0,0,2217-02-24
Кеджистан,0,0,0,2217-02-24
Фалькония,0,0,0,2217-02-25
Анор Лондо,1,0,0,2217-02-25
Врата Балдура,0,0,0,2217-02-25
Нокрон,0,0,0,2217-02-25
Кеджистан,0,0,0,2217-02-25
Фалькония,0,1,0,2217-02-26
Анор Лондо,0,0,0,2217-02-26
Врата Балдура,0,0,1,2217-02-26
Нокрон,1,0,0,2217-02-26
Кеджистан,0,0,0,2217-02-26
Фалькония,0,1,0,2217-02-27
Анор Лондо,0,0,0,2217-02-27
Врата Балдура,0,0,1,2217-02-27
Нокрон,0,0,0,2217-02-27
Кеджистан,0,0,0,2217-02-27
Фалькония,0,0,1,2217-02-28
Анор Лондо,0,0,0,2217-02-28
Врата Балдура,0,0,0,2217-02-28
Нокрон,0,0,0,2217-02-28
Кеджистан,0,0,0,2217-02-28
Фалькония,0,0,0,2217-03-01
Анор Лондо,0,0,0,2217-03-01
Врата Балдура,0,1,0,2217-03-01
Нокрон,0,0,1,2217-03-01
Кеджистан,0,0,0,2217-03-01
Фалькония,0,1,0,2217-03-02
Анор Лондо,0,0,0,2217-03-02
Врата Балдура,0,1,0,2217-03-02
Нокрон,0,0,1,2217-03-02
Кеджистан,0,0,0,2217-03-02
Фалькония,0,0,0,2217-03-03
Анор Лондо,0,0,1,2217-03-03
Врата Балдура,1,0,0,2217-03-03
Нокрон,1,0,0,2217-03-03
Кеджистан,0,0,0,2217-03-03
Фалькония,0,0,1,2217-03-04
Анор Лондо,0,0,0,2217-03-04
Врата Балдура,0,1,0,2217-03-04
Нокрон,0,0,0,2217-03-04
Кеджистан,0,0,0,2217-03-04
Фалькония,0,1,0,2217-03-05
Анор Лондо,1,0,0,2217-03-05
Врата Балдура,0,0,1,2217-03-05
Нокрон,0,0,0,2217-03-05
Кеджистан,0,1,0,2217-03-05
Фалькония,0,0,0,2217-03-06
Анор Лондо,0,0,0,2217-03-06
Врата Балдура,0,0,1,2217-03-06
Нокрон,1,0,0,2217-03-06
Кеджистан,0,1,0,2217-03-06
Фалькония,0,1,0,2217-03-07
Анор Лондо,0,0,1,2217-03-07
Врата Балдура,0,0,0,2217-03-07
Нокрон,0,0,0,2217-03-07
Кеджистан,0,0,0,2217-03-07
Фалькония,0,0,1,2217-03-08
Анор Лондо,0,0,1,2217-03-08
Врата Балдура,0,0,1,2217-03-08
Нокрон,0,0,1,2217-03-08
Кеджистан,0,0,0,2217-03-08
Фалькония,0,0,0,2217-03-09
Анор Лондо,0,0,0,2217-03-09
Врата Балдура,0,0,0,2217-03-09
Нокрон,0,1,0,2217-03-09
Кеджистан,0,0,1,2217-03-09
Фалькония,0,1,0,2217-03-10
Анор Лондо,0,0,1,2217-03-10
Врата Балдура,0,1,0,2217-03-10
Нокрон,0,0,0,2217-03-10
Кеджистан,0,0,1,2217-03-10
Фалькония,0,0,0,2217-03-11
Анор Лондо,0,0,0,2217-03-11
Врата Балдура,0,0,1,2217-03-11
Нокрон,0,0,0,2217-03-11
Кеджистан,0,1,0,2217-03-11
Фалькония,0,0,0,2217-03-12
Анор Лондо,1,0,0,2217-03-12
Врата Балдура,0,0,1,2217-03-12
Нокрон,0,0,0,2217-03-12
Кеджистан,0,0,0,2217-03-12
Фалькония,0,0,1,2217-03-13
Анор Лондо,0,0,0,2217-03-13
Врата Балдура,0,1,0,2217-03-13
Нокрон,0,0,1,2217-03-13
Кеджистан,0,0,1,2217-03-13
Фалькония,0,0,0,2217-03-14
Анор Лондо,0,1,0,2217-03-14
Врата Балдура,0,0,0,2217-03-14
Нокрон,1,0,0,2217-03-14
Кеджистан,0,1,0,2217-03-14
Фалькония,0,0,0,2217-03-15
Анор Лондо,1,0,0,2217-03-15
Врата Балдура,0,0,1,2217-03-15
Нокрон,0,0,0,2217-03-15
Кеджистан,0,1,0,2217-03-15
Фалькония,0,0,0,2217-03-16
Анор Лондо,0,1,0,2217-03-16
Врата Балдура,0,1,0,2217-03-16
Нокрон,0,0,1,2217-03-16
Кеджистан,0,0,1,2217-03-16
Фалькония,0,1,0,2217-03-17
Анор Лондо,0,0,0,2217-03-17
Врата Балдура,0,0,0,2217-03-17
Нокрон,0,0,0,2217-03-17
Кеджистан,0,0,0,2217-03-17
Фалькония,0,0,0,2217-03-18
Анор Лондо,0,0,0,2217-03-18
Врата Балдура,0,0,0,2217-03-18
Нокрон,0,0,1,2217-03-18
Кеджистан,0,0,0,2217-03-18
Фалькония,0,0,1,2217-03-19
Анор Лондо,0,0,1,2217-03-19
Врата Балдура,0,0,0,2217-03-19
Нокрон,0,0,1,2217-03-19
Кеджистан,1,0,0,2217-03-19
Фалькония,1,0,0,2217-03-20
Анор Лондо,1,0,0,2217-03-20
Врата Балдура,0,0,1,2217-03-20
Нокрон,0,1,0,2217-03-20
Кеджистан,0,0,1,2217-03-20
Фалькония,0,0,0,2217-03-21
Анор Лондо,1,0,0,2217-03-21
Врата Балдура,0,0,0,2217-03-21
Нокрон,1,0,0,2217-03-21
Кеджистан,0,1,0,2217-03-21
Фалькония,1,0,0,2217-03-22
Анор Лондо,0,1,0,2217-03-22
Врата Балдура,0,0,1,2217-03-22
Нокрон,0,1,0,2217-03-22
Кеджистан,0,0,0,2217-03-22
Фалькония,0,0,1,2217-03-23
Анор Лондо,0,0,0,2217-03-23
Врата Балдура,0,0,1,2217-03-23
Нокрон,0,0,0,2217-03-23
Кеджистан,1,0,0,2217-03-23
Фалькония,0,1,0,2217-03-24
Анор Лондо,1,0,0,2217-03-24
Врата Балдура,0,0,0,2217-03-24
Нокрон,1,0,0,2217-03-24
Кеджистан,1,0,0,2217-03-24
Фалькония,1,0,0,2217-03-25
Анор Лондо,0,0,0,2217-03-25
Врата Балдура,0,0,1,2217-03-25
Нокрон,0,0,0,2217-03-25
Кеджистан,0,0,0,2217-03-25
Фалькония,0,0,0,2217-03-26
Анор Лондо,1,0,0,2217-03-26
Врата Балдура,1,0,0,2217-03-26
Нокрон,0,0,0,2217-03-26
Кеджистан,1,0,0,2217-03-26
Фалькония,0,0,0,2217-03-27
Анор Лондо,0,0,0,2217-03-27
Врата Балдура,0,0,0,2217-03-27
Нокрон,0,0,0,2217-03-27
Кеджистан,0,0,0,2217-03-27
Фалькония,0,0,0,2217-03-28
Анор Лондо,0,0,0,2217-03-28
Врата Балдура,1,0,0,2217-03-28
Нокрон,1,0,0,2217-03-28
Кеджистан,1,0,0,2217-03-28
Фалькония,0,0,0,2217-03-29
Анор Лондо,1,0,0,2217-03-29
Врата Балдура,1,0,0,2217-03-29
Нокрон,0,0,0,2217-03-29
Кеджистан,0,0,0,2217-03-29
Фалькония,1,0,0,2217-03-30
Анор Лондо,0,0,0,2217-03-30
Врата Балдура,1,0,0,2217-03-30
Нокрон,0,0,0,2217-03-30
Кеджистан,0,1,0,2217-03-30
Фалькония,0,0,0,2217-03-31
Анор Лондо,0,0,0,2217-03-31
Врата Балдура,0,0,0,2217-03-31
Нокрон,0,0,1,2217-03-31
Кеджистан,0,0,0,2217-03-31
Фалькония,0,0,0,2217-04-01
Анор Лондо,0,0,0,2217-04-01
Врата Балдура,0,0,0,2217-04-01
Нокрон,0,0,0,2217-04-01
Кеджистан,0,0,0,2217-04-01
Фалькония,0,0,0,2217-04-02
Анор Лондо,0,0,1,2217-04-02
Врата Балдура,0,1,0,2217-04-02
Нокрон,0,0,0,2217-04-02
Кеджистан,1,0,0,2217-04-02
Фалькония,0,1,0,2217-04-03
Анор Лондо,1,0,0,2217-04-03
Врата Балдура,0,0,0,2217-04-03
Нокрон,0,0,0,2217-04-03
Кеджистан,1,0,0,2217-04-03
Фалькония,0,0,0,2217-04-04
Анор Лондо,0,0,0,2217-04-04
Врата Балдура,0,1,0,2217-04-04
Нокрон,0,0,1,2217-04-04
Кеджистан,1,0,0,2217-04-04
Фалькония,0,1,0,2217-04-05
Анор Лондо,0,0,0,2217-04-05
Врата Балдура,0,0,1,2217-04-05
Нокрон,0,0,1,2217-04-05
Кеджистан,0,1,0,2217-04-05
Фалькония,1,0,0,2217-04-06
Анор Лондо,0,1,0,2217-04-06
Врата Балдура,0,0,0,2217-04-06
Нокрон,0,0,1,2217-04-06
Кеджистан,0,0,1,2217-04-06
Фалькония,0,1,0,2217-04-07
Анор Лондо,1,0,0,2217-04-07
Врата Балдура,1,0,0,2217-04-07
Нокрон,0,0,0,2217-04-07
Кеджистан,0,0,0,2217-04-07
Фалькония,0,0,0,2217-04-08
Анор Лондо,0,0,0,2217-04-08
Врата Балдура,1,0,0,2217-04-08
Нокрон,0,0,0,2217-04-08
Кеджистан,0,0,0,2217-04-08
Фалькония,0,0,0,2217-04-09
Анор Лондо,0,1,0,2217-04-09
Врата Балдура,0,0,1,2217-04-09
Нокрон,0,0,0,2217-04-09
Кеджистан,1,0,0,2217-04-09
Фалькония,1,0,0,2217-04-10
Анор Лондо,0,0,0,2217-04-10
Врата Балдура,1,0,0,2217-04-10
Нокрон,0,0,0,2217-04-10
Кеджистан,1,0,0,2217-04-10
Фалькония,0,1,0,2217-04-11
Анор Лондо,0,0,0,2217-04-11
Врата Балдура,0,0,1,2217-04-11
Нокрон,0,1,0,2217-04-11
Кеджистан,0,0,1,2217-04-11
Фалькония,0,0,0,2217-04-12
Анор Лондо,1,0,0,2217-04-12
Врата Балдура,1,0,0,2217-04-12
Нокрон,1,0,0,2217-04-12
Кеджистан,1,0,0,2217-04-12
Фалькония,1,0,0,2217-04-13
Анор Лондо,0,0,0,2217-04-13
Врата Балдура,0,0,1,2217-04-13
Нокрон,0,0,0,2217-04-13
Кеджистан,0,0,1,2217-04-13
Фалькония,0,0,0,2217-04-14
Анор Лондо,1,0,0,2217-04-14
Врата Балдура,0,0,1,2217-04-14
Нокрон,0,0,0,2217-04-14
Кеджистан,0,0,0,2217-04-14
Фалькония,0,0,0,2217-04-15
Анор Лондо,0,1,0,2217-04-15
Врата Балдура,1,0,0,2217-04-15
Нокрон,0,0,0,2217-04-15
Кеджистан,0,0,1,2217-04-15
Фалькония,0,0,0,2217-04-16
Анор Лондо,1,0,0,2217-04-16
Врата Балдура,1,0,0,2217-04-16
Нокрон,1,0,0,2217-04-16
Кеджистан,0,0,0,2217-04-16
Фалькония,0,0,0,2217-04-17
Анор Лондо,0,1,0,2217-04-17
Врата Балдура,0,0,0,2217-04-17
Нокрон,0,0,0,2217-04-17
Кеджистан,0,0,0,2217-04-17
Фалькония,0,0,0,2217-04-18
Анор Лондо,0,0,1,2217-04-18
Врата Балдура,1,0,0,2217-04-18
Нокрон,0,0,1,2217-04-18
Кеджистан,0,1,0,2217-04-18
Фалькония,0,0,0,2217-04-19
Анор Лондо,0,0,0,2217-04-19
Врата Балдура,0,0,0,2217-04-19
Нокрон,0,0,0,2217-04-19
Кеджистан,0,0,0,2217-04-19
Фалькония,0,1,0,2217-04-20
Анор Лондо,0,0,0,2217-04-20
Врата Балдура,0,0,0,2217-04-20
Нокрон,1,0,0,2217-04-20
Кеджистан,0,0,0,2217-04-20
Фалькония,1,0,0,2217-04-21
Анор Лондо,0,0,0,2217-04-21
Врата Балдура,0,0,0,2217-04-21
Нокрон,0,0,0,2217-04-21
Кеджистан,1,0,0,2217-04-21
Фалькония,0,0,0,2217-04-22
Анор Лондо,1,0,0,2217-04-22
Врата Балдура,0,0,1,2217-04-22
Нокрон,1,0,0,2217-04-22
Кеджистан,0,1,0,2217-04-22
Фалькония,0,0,0,2217-04-23
Анор Лондо,1,0,0,2217-04-23
Врата Балдура,0,0,0,2217-04-23
Нокрон,0,0,1,2217-04-23
Кеджистан,0,0,1,2217-04-23
Фалькония,0,0,0,2217-04-24
Анор Лондо,0,0,0,2217-04-24
Врата Балдура,0,0,0,2217-04-24
Нокрон,0,1,0,2217-04-24
Кеджистан,0,0,0,2217-04-24
Фалькония,0,1,0,2217-04-25
Анор Лондо,0,1,0,2217-04-25
Врата Балдура,0,1,0,2217-04-25
Нокрон,0,0,1,2217-04-25
Кеджистан,0,1,0,2217-04-25
Фалькония,0,1,0,2217-04-26
Анор Лондо,0,0,0,2217-04-26
Врата Балдура,1,0,0,2217-04-26
Нокрон,0,0,0,2217-04-26
Кеджистан,0,0,0,2217-04-26
Фалькония,0,0,1,2217-04-27
Анор Лондо,0,0,0,2217-04-27
Врата Балдура,0,0,0,2217-04-27
Нокрон,1,0,0,2217-04-27
Кеджистан,0,0,1,2217-04-27
Фалькония,1,0,0,2217-04-28
Анор Лондо,0,0,0,2217-04-28
Врата Балдура,0,0,0,2217-04-28
Нокрон,0,0,1,2217-04-28
Кеджистан,0,0,1,2217-04-28
Фалькония,0,0,0,2217-04-29
Анор Лондо,1,0,0,2217-04-29
Врата Балдура,0,0,0,2217-04-29
Нокрон,0,0,1,2217-04-29
Кеджистан,1,0,0,2217-04-29
Фалькония,0,0,0,2217-04-30
Анор Лондо,0,0,0,2217-04-30
Врата Балдура,1,0,0,2217-04-30
Нокрон,0,0,0,2217-04-30
Кеджистан,0,0,1,2217-04-30
Фалькония,0,0,1,2217-05-01
Анор Лондо,0,0,0,2217-05-01
Врата Балдура,0,0,0,2217-05-01
Нокрон,1,0,0,2217-05-01
Кеджистан,0,0,0,2217-05-01
Фалькония,1,0,0,2217-05-02
Анор Лондо,1,0,0,2217-05-02
Врата Балдура,0,0,0,2217-05-02
Нокрон,0,0,0,2217-05-02
Кеджистан,0,0,0,2217-05-02
Фалькония,0,0,0,2217-05-03
Анор Лондо,0,1,0,2217-05-03
Врата Балдура,0,0,0,2217-05-03
Нокрон,0,0,1,2217-05-03
Кеджистан,0,0,0,2217-05-03
Фалькония,0,0,0,2217-05-04
Анор Лондо,0,0,1,2217-05-04
Врата Балдура,0,0,0,2217-05-04
Нокрон,0,0,0,2217-05-04
Кеджистан,0,0,0,2217-05-04
Фалькония,0,0,0,2217-05-05
Анор Лондо,0,0,0,2217-05-05
Врата Балдура,0,0,0,2217-05-05
Нокрон,0,0,0,2217-05-05
Кеджистан,0,0,1,2217-05-05
Фалькония,0,0,0,2217-05-06
Анор Лондо,0,1,0,2217-05-06
Врата Балдура,0,0,0,2217-05-06
Нокрон,0,0,0,2217-05-06
